P_CODE,P_NAME,Category,BRAND,Sub-Category,Inv,Listing Status
6,AMRUTRAS KOKAM SYRUP 1 LT,JAM/KETCH-UP/SARBAT,AMRUTRAS,SYRUP/CRUSH,,
12,R.K.B DRY ABCD MIX 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
13,RK MUKHWAS MINT FENNEL 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
15,RK MUK VARYALI PEPPER 100 GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
33,KNORR HOT & SOUR VEG 43GM+,FAST FOOD (RADY TO EAT),KNORR,SOUP,,
48,RADHEY MURMURA 200 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
52,NESTLE KOKO CRUNCH 20GM,BABY/HEALTH-FOOD/DRINKS,NESTLE,CORNFLAKES,,
75,ALA LIQUID 500 ML+,WASHING/DETERGENTS,ALA,LIQUID WASHING DETERGENT,,
78,WOODEN SPOON 10 PC,MISC/OTHERS,DISPOSAL PRODUCTS,PLATE,,
83,HARPIC POWER PLUS LQ ORI500,CLEANING MATERIAL,HARPIC,TOILET CLEANER,,
97,JADA POHA LOOSE (BULK),GROCERY,BREAKFAST,R.K.BAZAR,,
98,BAYGON CIK 200 ML,INSECTICIDES/REPELLANT,BAYGON,INSECTICIDES,,
108,KLINOL ECO FLORAL FRESH 1LT,CLEANING MATERIAL,KLINOL,PHENYLE,,
114,RK MUKHWAS GEMS 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
122,MTR LABAN JELLY 22GM,CHOCLATE/CONFECTIONRIES,MTR,CHOCLATES,,
132,DYNAMIX COWS GHEE 500M RFL,OIL/GHEE/VANASPATI,DYNAMIX,GHEE,,
133,KHATNIL FOR ALL INSECTS 500ML,INSECTICIDES/REPELLANT,KHATNIL,INSECTICIDES,,
137,DETTOL ORI POW TO LIQ H/W BTL,BATH SOAPS,DETTOL,HAND WASH,,
149,CAD SILK HEART BLUSH 250 G,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
150,AMUL PRO CHOCLATE 500 GM,BABY/HEALTH-FOOD/DRINKS,AMUL,HEALTH DRINKS,,
152,SUNLIGHT BAR 128 GM+,WASHING/DETERGENTS,SUNLIGHT,WASHING SOAP,,
156,VIM DISH BAR 145 GM+,CLEANING MATERIAL,VIM,DISH WASH BAR,,
157,RK MUKHWAS TILL ALSI 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
163,KHATNIL 250 M,INSECTICIDES/REPELLANT,KHATNIL,INSECTICIDES,,
172,VIM DISH BAR 300 GM+,CLEANING MATERIAL,VIM,DISH WASH BAR,,
182,LAXMAN REKHA,INSECTICIDES/REPELLANT,LAXMAN REKHA,INSECTICIDES,,
194,RIBB & BAL FRUIT B CAKE 135GM,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
195,RIBB & BAL FRU MUFF CAKE 135G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
196,RIBB & BAL CHO MUFF CAKE 135G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
198,RIB & BAL MAWA MUFF CAKE 135G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
201,RIB & BAL MIX F SLICE CAKE 50,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
203,KIWI KLEEN DRAIN CLE 50 GM,CLEANING MATERIAL,KIWI,CLEANING POWDER,,
204,RIB & BAL CHOC SLICE CAKE 50G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
207,RIB & BAL WINNY GS VANILA 25G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
208,RIB & BAL WINNY CHOCO  25G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
215,RK DRY COLOUR NALI 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
217,PONDS DREAMFLOWER TALC 400GM,TALCUM/DEO/PERFUME,PONDS,TALC POWDER,,
233,RAMBANDHU AAM CHUNDO PIC 200G,PAPAD/PICKLES/FRYMES,RAM BANDHU,PICKLE,,
234,COLGATE TOOTH POW 100GM (T),DENTAL CARE,COLGATE,TOOTH POWDER,,
245,R.K.SABUDANA 500 GM,FASTING/UPWAS,R.K.BAZAR(TAX),SABUDANA,,
251,NESTLE MUNCH POUCH 187.2GM,CHOCLATE/CONFECTIONRIES,NESTLE,CHOCLATES,,
256,CADBURY CELEBRATION 130 GM*,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
279,APPY FIZZ 125 ML BTL,COLD/FRUIT DRINKS,APPY,SOFT DRINKS,,
287,MAGGI ATTA NOODLES 435 GM,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
289,RK MUKHWAS SWEET AVLA 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
296,GODREJ SH. CREAM MENTHOL 78GM,SHAVING PRODUCTS,GODREJ (CONSUMERS PRODUCT ),SHAVING CREAM,,
314,SUNPURE SUN OIL 5 LT CAN,OIL/GHEE/VANASPATI,SUNPURE,SUNFLOWER OIL,,
315,RKS NAKSHATRA CITRUS F/C 500M,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
329,RKS NAKS LIME MILKY F/C 1 LTR,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
331,RKS NAKS PINE MILKY F/C 1 LT,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
335,RKS NAKSHATRA ROSE F/C 500ML,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
339,GALA DECK MOP,CLEANING MATERIAL,GALA,MOP,,
344,RKS NAKSH MULT SURF F/C 500ML,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
348,RKS NAKSHATRA TOILET CL 500ML,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
352,RKS NAKSHATRA BATH RM CL 500M,CLEANING MATERIAL,RK NAKSHTRA,PHENYLE,,
356,MIRCHI LAVANGI 250GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
362,PONDS SAND RADIANC TALC 100G,TALCUM/DEO/PERFUME,PONDS,TALC POWDER,,
374,RK MUKHWAS BAMBAIYA 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
376,AMUL PRO. CHEESE 200 GM CBD,DAIRY/FROZEN,AMUL,CHEESE,,
379,MESWAK T PASTE 200 GM CBD,DENTAL CARE,DABUR,TOOTH PASTE,,
380,VICCO T. PASTE 100 GM CBD,DENTAL CARE,VICCO,TOOTH PASTE,,
389,COLGATE T PASTE 200GM CBD ,DENTAL CARE,COLGATE,TOOTH PASTE,,
391,COLGATE T PASTE 100 GM CBD,DENTAL CARE,COLGATE,TOOTH PASTE,,
424,LASER REGULAR SHAVI FOAM 400M,SHAVING PRODUCTS,LASER,SHAVING CREAM,,
429,R.K. JADA  POHA 1 KG,GROCERY,R.K.BAZAR(TAX),POHA,,
434,PONDS DREAMFLOWER TALC 100GM,TALCUM/DEO/PERFUME,PONDS,TALC POWDER,,
439,R.K. JADA  POHA 500 GM,GROCERY,R.K.BAZAR(TAX),POHA,,
444,RK MUK CHOCOLATE JAIPURI100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
446,DR RASH ALOVER SHEET MASK 20G,COSMETICS,DR RASHEL,FACE PACK,,
447,DR RASH VIT C WET WIPES 25 PC,COSMETICS,DR RASHEL,WET WIPES,,
448,DR RASH ALOVE WET WIPES 25 PC,COSMETICS,DR RASHEL,WET WIPES,,
449,DR RASH LAVEN WET WIPES 25 PC,COSMETICS,DR RASHEL,WET WIPES,,
464,TIDE LIQUID TL 850 ML (BTL),WASHING/DETERGENTS,TIDE,LIQUID WASHING DETERGENT,,
483,COLGATE VEDSHAKTI PASTE 110G,DENTAL CARE,COLGATE,TOOTH PASTE,,
485,SHIP MATCH BOX,POOJA ITEMS,SHIP,MATCH BOX,,
487,CHITALE SHRIKHAND ELAICHI 100,DAIRY/FROZEN,CHITALE,SHRIKHAND,,
493,PONDS MAGIC TALC 100 GM+,TALCUM/DEO/PERFUME,PONDS,TALC POWDER,,
494,AMUL MALAI PANEER 200 GM,DAIRY/FROZEN,AMUL,PANEER,,
498,DETTOL LIME COOL SOAP 125*4GM,BATH SOAPS,BATH SOAP,DETTOL,,
520,PRAVIN MANGO PICKLE 100GM (J),PAPAD/PICKLES/FRYMES,PICKLE,PRAVIN,,
525,PRAVIN MIXED PICKLE 100GM (J),PAPAD/PICKLES/FRYMES,PRAVIN,PICKLE,,
527,GUD ORGANIC 500GM,FASTING/UPWAS,R.K.BAZAR(TAX),JAGGERY,,
532,VICCO TURMERIC CRE 50GM CBD,COSMETICS,VICCO,SKIN CREAM,,
534,RK MUKHWAS TINI MINI REG 100G,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
572,KANAIYA BHEL KURMURA 200 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
588,BRIT WINKIN COW CHOC 180 ML,DAIRY/FROZEN,MILK DRINKS,BRITANNIA,,
606,FORTUN KING RICEBRAN OIL900ML,OIL/GHEE/VANASPATI,KINGS,RICE OIL,,
608,LEVISTA INT STR COFFE 24*1.8G,TEA/COFFEE,LEVISTA,COFFEE,,
609,NIVEA CREAM 30 ML TIN #,COSMETICS,NIVEA,SKIN CREAM,,
610,ODONIL CITRUS GEL POCKET 10GM,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
612,ODONIL WI FOREST GEL POCK 10G,CLEANING MATERIAL,DABUR,AIR/CAR/ROOM FRESHNER,,
626,GRAIN ACTIVE DRY YEAST  20 GM,FAST FOOD (RADY TO EAT),GRAIN GRACE,COCOA POWDER,,
664,PARLE KISMI TOFFEE CHO 294G,CHOCLATE/CONFECTIONRIES,PARLE,TOFFEE /CANDY,,
666,DLECTA CHEESE SLICES 200GM,DAIRY/FROZEN,DLECTA,CHEESE,,
668,HALDIRAM KHARI BOONDI 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
672,NES ICE LATTE COFF & MILK 180,TEA/COFFEE,NESCAFE,COFFEE,,
691,R.K.B GHAU KURDAI 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
693,R.K.B SABUD FARFAR 200 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
721,RK MUKHWAS ROSY 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
729,STAYFRE SECURE 6PADS XL ULTR,SANITARY NAPKINS/DIAPERS,STAYFREE,SANITARY NAPKINS,,
739,RK MUKHWAS RAJBHOG 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
745,RK JADA CHAWLI ROYAL 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
746,RK KABULI CHANA ROYAL 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
748,RK MATKI ROYAL 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
749,RK WHITE WATANA ROYAL 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
751,RK GREEN WATANA ROYAL 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
760,BEST KOKAM AGAL 500ML,JAM/KETCH-UP/SARBAT,BEST,SYRUP/CRUSH,,
792,RK MUKHWAS JEERA GOLI 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
804,MYSORE SANDAL SOAP 125 GM,BATH SOAPS,MYSORE SANDAL,BATH SOAP,,
807,HALDIRAM CORN MIXTURE 200 GM,FARSAN/CHIKKI,HALDIRAM'S,WAFERS  & FARSAN,,
821,RK DRY POTATO WAFEER 100 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
824,RK SABUDANA KURDAI 100 GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR(TAX),FRYMES,,
826,DETTOL ORIGINAL SOAP 75GM,BATH SOAPS,DETTOL,BATH SOAP,,
827,DETTOL ORIGINAL SOAP 125 GM,BATH SOAPS,DETTOL,BATH SOAP,,
828,GODREJ SHIKAKAI SOAP 75 GM,BATH SOAPS,GODREJ (CONSUMERS PRODUCT ),BATH SOAP,,
831,MYSORE SANDAL SOAP 75 GM,BATH SOAPS,MYSORE SANDAL,BATH SOAP,,
835,MYSORE SANDAL SOAP 3*150 GM,BATH SOAPS,MYSORE SANDAL,BATH SOAP,,
843,RK GOTA CHANA 100 GM,FARSAN/CHIKKI,R.K.BAZAR(TAX),WAFERS  & FARSAN,,
844,MEDIMIX REAL AYURVE SOAP125G,BATH SOAPS,MEDIMIX,BATH SOAP,,
879,RIBB & BAL CHO MUFF CAKE 60 G,BISCUITS/BAKERY,RIBBONS AND BALLOONS,CAKES,,
896,INDIYUM FARSAN COMBI 8PACKS,FARSAN/CHIKKI,INDIYUM,WAFERS  & FARSAN,,
905,BLISS BLUS PURPLE R /FR 300ML,CLEANING MATERIAL,BLISS,AIR/CAR/ROOM FRESHNER,,
907,BLISS HAVA HAVAAI R /FR 300ML,CLEANING MATERIAL,BLISS,AIR/CAR/ROOM FRESHNER,,
911,BLISS MYSTIC LIME R /FR 300ML,CLEANING MATERIAL,BLISS,AIR/CAR/ROOM FRESHNER,,
913,SANTOOR ROYAL SAN SOAP 75GM,BATH SOAPS,SANTOOR,BATH SOAP,,
923,BRI SANDWICH WHITE BREAD 350G,BISCUITS/BAKERY,BRITANNIA,BREAD,,
924,MAGGI MASALA NOODLES 70 G*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
926,MAGGI CHICKEN NOODLE 71 GM,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
929,MAGGI MASALA NOODLES 280 G*,FAST FOOD (RADY TO EAT),MAGGI,NOODLES,,
955,CHINGS RED CHILLI SAUCE 200G,JAM/KETCH-UP/SARBAT,CHINGS,SAUCE,,
960,KISSAN TOMATO KET 200 GMBTL+,JAM/KETCH-UP/SARBAT,KISSAN,KETCHUP,,
980,MAGGI HOT&SWEET SAUCE 500G ,JAM/KETCH-UP/SARBAT,MAGGI,SAUCE,,
1017,BRITA G/D CASHEW COKIES120*5,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1019,BRITA G/ D CASHEW BIS 200GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1027,BRITA NICE TIME BISCUIT 150G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1035,BRITA T- JIM JAM CR BIS 100G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1049,PARLE MONACO ZEERA BIS 60GM,BISCUITS/BAKERY,PARLE,BISCUITS,,
1055,DETTOL ORI SOAP 5*125 GM,BATH SOAPS,DETTOL,BATH SOAP,,
1065,RK MUKHWAS PUDINA VATI 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1067,BRITA MARIE GOLD BIS 89 GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1072,NESTLE KITKAT CHO 28.5 G,CHOCLATE/CONFECTIONRIES,KIT-KAT,CHOCLATES,,
1077,GUD KOL (MAYUR) 900 GM,FASTING/UPWAS,R.K.BAZAR,JAGGERY,,
1093,BRITA VITA MARIEGOLD BIS61GM,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1098,PATAL  POHA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1102,CADBURY HOME TREATS 126GM P,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1106,CAD DAIRY MILK CHO 14 GM*,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1107,CADBURY FUSE 24GM RFL,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1109,BRITA NICE TIME BISCUITS59.4G,BISCUITS/BAKERY,BRITANNIA,BISCUITS,,
1111,CAD PERK XL CHO 15GM ,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1115,SURATI KURMURA 1KG,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1116,CAD 5 STAR CHO 22 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1117,CADBURY DAIRY MILK CHO 27 G*,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1118,CAD 5 STAR CHO 10.5 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1120,CAD DAIRY MILK CHO 6.4 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1121,CAD DM CRACKLE 36 GM,CHOCLATE/CONFECTIONRIES,CADBURY,CHOCLATES,,
1131,TIRANGA RICE PAPDI 250GM,PAPAD/PICKLES/FRYMES,Tiranga,PAPAD,,
1132,DABUR GLUCOPLUS-C LEMON 400GM,COLD/FRUIT DRINKS,DABUR,BRAVERAGES,,
1139,RK MUKHWAS COLA GOLA 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1142,BAMBINO VERMICELLI 1KG,FAST FOOD (RADY TO EAT),BAMBINO,VERMICILLY,,
1143,BAMBINO VERMICELLI 500GM,FAST FOOD (RADY TO EAT),BAMBINO,VERMICILLY,,
1157,RK MUKHWAS GINGER GOLI 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1165,GITS IDLI MIX 200 GM CBD,FAST FOOD (RADY TO EAT),GITS,IDLI MIX,,
1171,MAKAI POHA 250 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1172,GITS GULAB JAM MIX 200GM ,FAST FOOD (RADY TO EAT),GITS,GULAB JAMUN MIX,,
1177,R.K.B TIRANG MACRONI 300 GM,FAST FOOD (RADY TO EAT),R.K.BAZAR(TAX),PASTA,,
1180,GOOD KNI GOLD FLSH TWIN PACK,INSECTICIDES/REPELLANT,GOOD KNIGHT,MOSQUITO LIQUID,,
1183,GOOD KNI GOLD FL JUMB REF 60N,INSECTICIDES/REPELLANT,GOOD KNIGHT,MOSQUITO LIQUID,,
1187,RICE LACHKRI M JUNA AISHWARYA,GROCERY,R.K.BAZAR,RICE,,
1210,GITS GULAB JAMUN 500 GM (TIN),FARSAN/CHIKKI,GITS,SWEETS,,
1260,ET-MI BASUNDI MIX 100 GM CBD,FAST FOOD (RADY TO EAT),ET MI,BASUNDI MIX,,
1279,BOURNVITA 130 GM (R)*,BABY/HEALTH-FOOD/DRINKS,BOURNVITA,HEALTH DRINKS,,
1282,MILKMAID COND MILK 400GMTIN ,FAST FOOD (RADY TO EAT),MILKMAID,READY TO EAT,,
1285,NUTRELA SOYA CHUNCKS 80 GM,FAST FOOD (RADY TO EAT),NUTRELA,SOYA CHUNKS,,
1287,TEMPTIN GIN GAR PASTE 200GM*,SPICES/MASALA,TEMPTIN,SPICE-PASTE,,
1291,MOONG BHAJI SP.DAL BOLD 500GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
1294,MOONG DAL BEST 1 KG,GROCERY,R.K.BAZAR(TAX),PULSES,,
1325,MEDIMIX ICE COOL TALC 125 GM,TALCUM/DEO/PERFUME,MEDIMIX,TALC POWDER,,
1326,RK WHEAT SHIOR ATTA 3 KG,GROCERY,R.K.BAZAR(TAX),ATTA R.K.,,
1331,PANCHAMAL MIX DAL 250GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
1332,PANCHAMAL MIX DAL 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
1336,RK MUK KACHHA KAIRY 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1339,MAPRO STRAWB CRUSH 700ML BTL,JAM/KETCH-UP/SARBAT,MAPRO,SYRUP/CRUSH,,
1340,MAPRO LEMON SQ 700 ML BTL,JAM/KETCH-UP/SARBAT,MAPRO,SQUASH,,
1347,MAPRO MANGO CRUSH 700 ML BTL,JAM/KETCH-UP/SARBAT,MAPRO,SYRUP/CRUSH,,
1350,MAPRO ROSE SYRUP 700ML BTL ,JAM/KETCH-UP/SARBAT,MAPRO,SYRUP/CRUSH,,
1360,RK MUKHWAS RED PAAN 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1378,NUT MAWA MALAI CHIKKI 125GM,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
1384,RK RED CHILI SABU CH 100GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR,FRYMES,,
1388,ACT II CHEES & CR P/CORN 50GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
1389,NUT PEANUT BUTT CHIKKI 125GM,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
1393,NUT COCONUT CRU  CHIKKI 100GM,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
1400,RK MUK ORA LEMONDE BIG 100GM,CHOCLATE/CONFECTIONRIES,RK MUKHWAS,MUKHWAS,,
1403,NUT CRU PEA CHIKKI 35G X 10,FARSAN/CHIKKI,NUTRITIUS,CHIKKI,,
1412,BADISOAP 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1413,BADISOAP SHEKALI 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1415,TIDE WASH BAR 75 GM,WASHING/DETERGENTS,TIDE,WASHING SOAP,,
1418,JADA RAI 200GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1420,DINK 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1425,JEERA 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1426,ACT II INST GLDN P/CORN 60 GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
1429,ACT II INST CLAS P/CORN 60 GM,FAST FOOD (RADY TO EAT),ACT-II,READY TO EAT,,
1437,MAKHANA 200 GM,DRY FRUITS,R.K.BAZAR(TAX),MAKHANA,,
1451,TATA AGNI TEA 500GM (R)*,TEA/COFFEE,TATA TEA,TEA,,
1459,LEVISTA INT STRO COFFE 50G(P),TEA/COFFEE,LEVISTA,COFFEE,,
1464,RED LABEL TEA 500GM CBD+,TEA/COFFEE,RED LABLE,TEA,,
1465,RED LABEL TEA 250 GM CBD*,TEA/COFFEE,RED LABLE,TEA,,
1473,MOSAMBI CHANA 250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
1474,TATA AGNI TEA 250GM (R)*,TEA/COFFEE,TATA TEA,TEA,,
1475,KALA UDAD DAL 250 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
1476,KESARI CHANA  250 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
1482,MASQUITO BAT RS 299,INSECTICIDES/REPELLANT,JAI MATA DI,INSECTICIDES,,
1486,METHI 200 GM,SPICES/MASALA,R.K.BAZAR(TAX),MASALE,,
1487,GLUCON-D ORANGE 100 GM CBD,COLD/FRUIT DRINKS,GLUCON D_,BRAVERAGES,,
1493,BHAGAR 250 GM,FASTING/UPWAS,R.K.BAZAR(TAX),UPWAS PRODUCTS,,
1495,NESCAFE SUNRISE PREMI COF50G,TEA/COFFEE,NESCAFE,COFFEE,,
1496,DRY COCONUT 1 KG,FASTING/UPWAS,R.K.BAZAR(TAX),DRY COCONUT,,
1499,EVERYDAY D W POW 200 GM (R),TEA/COFFEE,EVERYDAY,TEA & MILK MASALAS,,
1501,EVERYDAY D W POW 1 KG (R),TEA/COFFEE,EVERYDAY,TEA & MILK MASALAS,,
1503,SOCIETY TEA 250 GM (R)*,TEA/COFFEE,SOCIETY,TEA,,
1505,SOCIETY TEA 500 GM (R) ,TEA/COFFEE,SOCIETY,TEA,,
1508,TAAZA DUST  TEA 250GM,TEA/COFFEE,TAAZA,TEA,,
1512,TATA TEA PREM 250GM (R),TEA/COFFEE,TATA TEA,TEA,,
1516,DRY COCONUT 250 GM,FASTING/UPWAS,R.K.BAZAR(TAX),DRY COCONUT,,
1518,GIRNAR ROYAL CUP TEA 250GRF,TEA/COFFEE,GIRNAR,TEA,,
1531,HORLICKS CHOCO 200 GM (J),BABY/HEALTH-FOOD/DRINKS,HORLICKS,HEALTH DRINKS,,
1537,JADA RAVA 1 KG,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1543,NESCAFE CLASSIC 25 GM BTL ,TEA/COFFEE,NESCAFE,COFFEE,,
1551,MASOOR DAL 500 GM,GROCERY,R.K.BAZAR(TAX),PULSES,,
1553,PATANJALI ALOE VERA SOAP 75G,BATH SOAPS,PATANJALI,BATH SOAP,,
1554,PATANJALI HALDI CHAN SOAP75,BATH SOAPS,PATANJALI,BATH SOAP,,
1556,PATANJALI NEEM KANTI SOAP 75,BATH SOAPS,PATANJALI,BATH SOAP,,
1557,RK GREEN CHILLI PAPAD 200GM,PAPAD/PICKLES/FRYMES,R.K.BAZAR,PAPAD,,
1562,PATANJALI DANT KANTI T/P200 ,DENTAL CARE,PATANJALI,TOOTH PASTE,,
1565,PATANJALI DANT KANTI T/P100 ,DENTAL CARE,PATANJALI,TOOTH PASTE,,
1570,KHOBRA KIS  200 GM,SPICES/MASALA,R.K.BAZAR,MASALE,,
1571,SIKANDAR KHARI SHING 200 GM,FARSAN/CHIKKI,SIKANDAR,WAFERS  & FARSAN,,
1576,RK YELLOW GOTA CHANA 200 GM,GROCERY,R.K.BAZAR,BREAKFAST,,
1580,R.K.B WHEAT MURMURA 100GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1596,KELLOGGS CORN FL ORIGIN 475G,BABY/HEALTH-FOOD/DRINKS,KELLOGG,CORNFLAKES,,
1600,BESAN 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1602,THUMS UP 2.25 LT BTL*,COLD/FRUIT DRINKS,THUMS-UP,COLD DRINKS,,
1609,JEERU COLA 2LT,COLD/FRUIT DRINKS,JEERU,COLD DRINKS,,
1612,STING ENERGY DRINK 250 ML,COLD/FRUIT DRINKS,PEPSI,ENERGY DRINK,,
1625,JADA RAVA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1626,PARACHUTE COCONUT OIL 1LT,HAIR CARE,PARACHUTE,HAIR OIL,,
1627,LAPSI  JADA 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1636,BARIK CHAWLI 500 GM,GROCERY,R.K.BAZAR(TAX),KADDHAYNA,,
1637,PARACHUTE JASM H OIL 190 ML,HAIR CARE,PARACHUTE,HAIR OIL,,
1650,LAPSI  BARIK 500 GM,GROCERY,R.K.BAZAR(TAX),BREAKFAST,,
1653,PARACHUTE COCO OIL 250ML BT,HAIR CARE,PARACHUTE,HAIR OIL,,
1654,PARACHUTE COCONUT OIL 500ML,HAIR CARE,PARACHUTE,HAIR OIL,,
1659,PARACHUTE COCO OIL 100 ML BTL,HAIR CARE,PARACHUTE,HAIR OIL,,
1668,GULAB GROUNDNUT OIL 1LTR,OIL/GHEE/VANASPATI,GULAB,GROUNDNUT OIL,,
1683,DALDA VANASPATI 500 GM RFL,OIL/GHEE/VANASPATI,DALDA,VANASPATI GHEE,,
1700,OIL 15 LIT GUINE GROUNDNUT J,OIL/GHEE/VANASPATI,GUINEA,GROUNDNUT OIL,,
1711,DIVYA SHAKTI POOJA GHEE 500ML,OIL/GHEE/VANASPATI,DIVYA SHAKTI (GHEE),GHEE,,
1712,DIVYA SHAKTI POOJA GHEE 1LT,OIL/GHEE/VANASPATI,DIVYA SHAKTI (GHEE),GHEE,,
